R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country
Alejandro Perez,Patrick Williams,-160,150,62.5,150,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Francisco Trevino,Johnny Case,415,-525,415,19.04761905,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Augusto Montano,Cathal Pendred,-110,-110,90.90909091,90.90909091,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Gabriel Benitez,Clay Collard,215,-255,215,39.21568627,6/13/2015,"Mexico City, Distrito Federal, Mexico", Mexico
Tim Boetsch,Dan Henderson,-185,160,54.05405405,160,6/6/2015,"New Orleans, Louisiana, USA", USA
Ben Rothwell,Matt Mitrione,145,-165,145,60.60606061,6/6/2015,"New Orleans, Louisiana, USA", USA
Dustin Poirier,Yancy Medeiros,-250,230,40,230,6/6/2015,"New Orleans, Louisiana, USA", USA
Thiago Tavares,Brian Ortega,-145,125,68.96551724,125,6/6/2015,"New Orleans, Louisiana, USA", USA
Joe Soto,Anthony Birchak,-200,170,50,170,6/6/2015,"New Orleans, Louisiana, USA", USA
Francisco Rivera,Alex Caceres,-135,125,74.07407407,125,6/6/2015,"New Orleans, Louisiana, USA", USA
Shawn Jordan,Derrick Lewis,-115,-105,86.95652174,95.23809524,6/6/2015,"New Orleans, Louisiana, USA", USA
Brian Ebersole,Omari Akhmedov,115,-135,115,74.07407407,6/6/2015,"New Orleans, Louisiana, USA", USA
Chris Wade,Christos Giagos,-170,150,58.82352941,150,6/6/2015,"New Orleans, Louisiana, USA", USA
Joe Proctor,Justin Edwards,-210,175,47.61904762,175,6/6/2015,"New Orleans, Louisiana, USA", USA
Ricardo Abreu,Jake Collier,-175,155,57.14285714,155,6/6/2015,"New Orleans, Louisiana, USA", USA
Jose Quinonez,Leonardo Morales,150,-170,150,58.82352941,6/6/2015,"New Orleans, Louisiana, USA", USA
Carlos Condit,Thiago Alves,-350,290,28.57142857,290,5/30/2015,"Goiania, Goias, Brazil", Brazil
Nik Lentz,Charles Oliveira,225,-265,225,37.73584906,5/30/2015,"Goiania, Goias, Brazil", Brazil
KJ Noons,Alex Oliveira,160,-185,160,54.05405405,5/30/2015,"Goiania, Goias, Brazil", Brazil
Francimar Barroso,Ryan Jimmo,235,-275,235,36.36363636,5/30/2015,"Goiania, Goias, Brazil", Brazil
Francisco Trinaldo,Norman Parke,215,-255,215,39.21568627,5/30/2015,"Goiania, Goias, Brazil", Brazil
Wendell Oliveira,Darren Till,-130,110,76.92307692,110,5/30/2015,"Goiania, Goias, Brazil", Brazil
Jussier Formiga,Wilson Reis,-105,-115,95.23809524,86.95652174,5/30/2015,"Goiania, Goias, Brazil", Brazil
Elizeu Zaleski dos Santos,Nicolas Dalby,230,-270,230,37.03703704,5/30/2015,"Goiania, Goias, Brazil", Brazil
Lucas Martins,Mirsad Bektic,345,-430,345,23.25581395,5/30/2015,"Goiania, Goias, Brazil", Brazil
Juliana Lima,Ericka Almeida,-170,150,58.82352941,150,5/30/2015,"Goiania, Goias, Brazil", Brazil
Luiz Dutra,Tom Breese,135,-155,135,64.51612903,5/30/2015,"Goiania, Goias, Brazil", Brazil
Anthony Johnson,Daniel Cormier,-120,100,83.33333333,100,5/23/2015,"Las Vegas, Nevada, USA", USA
Chris Weidman,Vitor Belfort,-420,335,23.80952381,335,5/23/2015,"Las Vegas, Nevada, USA", USA
Donald Cerrone,John Makdessi,-700,500,14.28571429,500,5/23/2015,"Las Vegas, Nevada, USA", USA
Travis Browne,Andrei Arlovski,-500,400,20,400,5/23/2015,"Las Vegas, Nevada, USA", USA
Joseph Benavidez,John Moraga,-750,525,13.33333333,525,5/23/2015,"Las Vegas, Nevada, USA", USA
John Dodson,Zach Makovsky,-800,550,12.5,550,5/23/2015,"Las Vegas, Nevada, USA", USA
Dong Hyun Kim,Joshua Burkman,-210,175,47.61904762,175,5/23/2015,"Las Vegas, Nevada, USA", USA
Uriah Hall,Rafael Natal,-420,335,23.80952381,335,5/23/2015,"Las Vegas, Nevada, USA", USA
Mike Pyle,Colby Covington,265,-325,265,30.76923077,5/23/2015,"Las Vegas, Nevada, USA", USA
Islam Makhachev,Leo Kuntz,-500,400,20,400,5/23/2015,"Las Vegas, Nevada, USA", USA
Justin Scoggins,Joshua Sampo,-500,400,20,400,5/23/2015,"Las Vegas, Nevada, USA", USA
Frankie Edgar,Urijah Faber,-550,425,18.18181818,425,5/16/2015,"Manila, Philippines", Philippines
Gegard Mousasi,Costas Philippou,-800,550,12.5,550,5/16/2015,"Manila, Philippines", Philippines
Mark Munoz,Luke Barnatt,115,-135,115,74.07407407,5/16/2015,"Manila, Philippines", Philippines
Hyun Gyu Lim,Neil Magny,105,-125,105,80,5/16/2015,"Manila, Philippines", Philippines
Phillipe Nover,Yui Chul Nam,135,-155,135,64.51612903,5/16/2015,"Manila, Philippines", Philippines
Mark Eddiva,Levan Makashvili,320,-390,320,25.64102564,5/16/2015,"Manila, Philippines", Philippines
Tae Hyun Bang,Jon Tuck,190,-230,190,43.47826087,5/16/2015,"Manila, Philippines", Philippines
Zhang Lipeng,Kajan Johnson,-115,-105,86.95652174,95.23809524,5/16/2015,"Manila, Philippines", Philippines
Li Jingliang,Dhiego Lima,130,-140,130,71.42857143,5/16/2015,"Manila, Philippines", Philippines
Ning Guangyou,Royston Wee,-140,120,71.42857143,120,5/16/2015,"Manila, Philippines", Philippines
Roldan Sangcha-an,Jon Delos Reyes,130,-150,130,66.66666667,5/16/2015,"Manila, Philippines", Philippines
Nolan Ticman,Yao Zhikui,-270,230,37.03703704,230,5/16/2015,"Manila, Philippines", Philippines
Stipe Miocic,Mark Hunt,-235,195,42.55319149,195,5/9/2015,"Adelaide, South Australia, Australia", Australia
Brad Tavares,Robert Whittaker,-135,115,74.07407407,115,5/9/2015,"Adelaide, South Australia, Australia", Australia
Anthony Perosh,Sean O'Connell,-130,120,76.92307692,120,5/9/2015,"Adelaide, South Australia, Australia", Australia
Jake Matthews,James Vick,-190,165,52.63157895,165,5/9/2015,"Adelaide, South Australia, Australia", Australia
Hatsu Hioki,Dan Hooker,-290,245,34.48275862,245,5/9/2015,"Adelaide, South Australia, Australia", Australia
Kyle Noke,Jonavin Webb,-110,-110,90.90909091,90.90909091,5/9/2015,"Adelaide, South Australia, Australia", Australia
Daniel Kelly,Sam Alvey,300,-360,300,27.77777778,5/9/2015,"Adelaide, South Australia, Australia", Australia
Bec Rawlings,Lisa Ellis,-220,180,45.45454545,180,5/9/2015,"Adelaide, South Australia, Australia", Australia
Dylan Andrews,Bradley Scott,-130,110,76.92307692,110,5/9/2015,"Adelaide, South Australia, Australia", Australia
Alex Chambers,Kailin Curran,210,-250,210,40,5/9/2015,"Adelaide, South Australia, Australia", Australia
Vik Grujic,Brendan O'Reilly,-140,120,71.42857143,120,5/9/2015,"Adelaide, South Australia, Australia", Australia
Alptekin Ozkilic,Ben Nguyen,-230,190,43.47826087,190,5/9/2015,"Adelaide, South Australia, Australia", Australia
Demetrious Johnson,Kyoji Horiguchi,-980,640,10.20408163,640,4/25/2015,"Montreal, Quebec, Canada", Canada
Rampage Jackson,Fabio Maldonado,-170,150,58.82352941,150,4/25/2015,"Montreal, Quebec, Canada", Canada
Michael Bisping,CB Dollaway,-145,125,68.96551724,125,4/25/2015,"Montreal, Quebec, Canada", Canada
John Makdessi,Shane Campbell,-110,-110,90.90909091,90.90909091,4/25/2015,"Montreal, Quebec, Canada", Canada
Yves Jabouin,Thomas Almeida,335,-420,335,23.80952381,4/25/2015,"Montreal, Quebec, Canada", Canada
Patrick Cote,Joe Riggs,-260,220,38.46153846,220,4/25/2015,"Montreal, Quebec, Canada", Canada
Alexis Davis,Sarah Kaufman,178,-215,178,46.51162791,4/25/2015,"Montreal, Quebec, Canada", Canada
Chad Laprise,Bryan Barberena,-420,335,23.80952381,335,4/25/2015,"Montreal, Quebec, Canada", Canada
Olivier Aubin-Mercier,David Michaud,-340,280,29.41176471,280,4/25/2015,"Montreal, Quebec, Canada", Canada
Nordine Taleb,Chris Clements,-210,175,47.61904762,175,4/25/2015,"Montreal, Quebec, Canada", Canada
Jessica Rakoczy,Valerie Letourneau,105,-125,105,80,4/25/2015,"Montreal, Quebec, Canada", Canada
Randa Markos,Aisling Daly,-275,235,36.36363636,235,4/25/2015,"Montreal, Quebec, Canada", Canada
Lyoto Machida,Luke Rockhold,125,-145,125,68.96551724,4/18/2015,"Newark, New Jersey, USA", USA
Jacare Souza,Chris Camozzi,-1600,1050,6.25,1050,4/18/2015,"Newark, New Jersey, USA", USA
Cub Swanson,Max Holloway,-155,135,64.51612903,135,4/18/2015,"Newark, New Jersey, USA", USA
Felice Herrig,Paige VanZant,100,-120,100,83.33333333,4/18/2015,"Newark, New Jersey, USA", USA
Jim Miller,Beneil Dariush,145,-165,145,60.60606061,4/18/2015,"Newark, New Jersey, USA", USA
Ovince Saint Preux,Patrick Cummins,-105,-115,95.23809524,86.95652174,4/18/2015,"Newark, New Jersey, USA", USA
Corey Anderson,Gian Villante,-400,325,25,325,4/18/2015,"Newark, New Jersey, USA", USA
Takeya Mizugaki,Aljamain Sterling,285,-345,285,28.98550725,4/18/2015,"Newark, New Jersey, USA", USA
George Sullivan,Tim Means,135,-155,135,64.51612903,4/18/2015,"Newark, New Jersey, USA", USA
Diego Brandao,Jimy Hettes,-140,120,71.42857143,120,4/18/2015,"Newark, New Jersey, USA", USA
Eddie Gordon,Chris Dempsey,-370,310,27.02702703,310,4/18/2015,"Newark, New Jersey, USA", USA
Gabriel Gonzaga,Mirko Cro Cop,-220,180,45.45454545,180,4/11/2015,"Krakow, Poland", Poland
Jimi Manuwa,Jan Blachowicz,100,-120,100,83.33333333,4/11/2015,"Krakow, Poland", Poland
Pawel Pawlak,Sheldon Westcott,190,-230,190,43.47826087,4/11/2015,"Krakow, Poland", Poland
Joanne Calderwood,Maryna Moroz,-550,425,18.18181818,425,4/11/2015,"Krakow, Poland", Poland
Seth Baczynski,Leon Edwards,150,-170,150,58.82352941,4/11/2015,"Krakow, Poland", Poland
Bartosz Fabinski,Garreth McLellan,-135,115,74.07407407,115,4/11/2015,"Krakow, Poland", Poland
Sergio Moraes,Mickael Lebout,-550,425,18.18181818,425,4/11/2015,"Krakow, Poland", Poland
Damian Stasiak,Yaotzin Meza,-135,115,74.07407407,115,4/11/2015,"Krakow, Poland", Poland
Daniel Omielanczuk,Anthony Hamilton,-135,115,74.07407407,115,4/11/2015,"Krakow, Poland", Poland
Izabela Badurek,Alexandra Albu,185,-225,185,44.44444444,4/11/2015,"Krakow, Poland", Poland
Marcin Bandel,Stevie Ray,135,-155,135,64.51612903,4/11/2015,"Krakow, Poland", Poland
Taylor Lapilus,Rocky Lee,-150,130,66.66666667,130,4/11/2015,"Krakow, Poland", Poland
Chad Mendes,Ricardo Lamas,-460,365,21.73913043,365,4/4/2015,"Fairfax, Virginia, USA", USA
Jorge Masvidal,Al Iaquinta,-110,-110,90.90909091,90.90909091,4/4/2015,"Fairfax, Virginia, USA", USA
Michael Chiesa,Mitch Clarke,-420,335,23.80952381,335,4/4/2015,"Fairfax, Virginia, USA", USA
Julianna Pena,Milana Dudieva,-400,325,25,325,4/4/2015,"Fairfax, Virginia, USA", USA
Clay Guida,Robert Peralta,-245,205,40.81632653,205,4/4/2015,"Fairfax, Virginia, USA", USA
Dustin Poirier,Diego Ferreira,-150,130,66.66666667,130,4/4/2015,"Fairfax, Virginia, USA", USA
Liz Carmouche,Lauren Murphy,100,-120,100,83.33333333,4/4/2015,"Fairfax, Virginia, USA", USA
Gray Maynard,Alexander Yakovlev,120,-140,120,71.42857143,4/4/2015,"Fairfax, Virginia, USA", USA
Shamil Abdurakhimov,Tim Johnson,-260,220,38.46153846,220,4/4/2015,"Fairfax, Virginia, USA", USA
Ron Stallings,Justin Jones,160,-185,160,54.05405405,4/4/2015,"Fairfax, Virginia, USA", USA
Demian Maia,Ryan LaFlare,-105,-115,95.23809524,86.95652174,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Erick Silva,Josh Koscheck,-460,365,21.73913043,365,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Leonardo Santos,Anthony Rocco Martin,140,-160,140,62.5,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Amanda Nunes,Shayna Baszler,-750,525,13.33333333,525,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Gilbert Burns,Alex Oliveira,-800,550,12.5,550,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Godofredo Pepey,Andre Fili,265,-325,265,30.76923077,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Francisco Trinaldo,Akbarh Arreola,-200,170,50,170,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Kevin Souza,Katsunori Kikuno,-255,215,39.21568627,215,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Leonardo Mafra,Cain Carrizosa,-170,150,58.82352941,150,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Jorge de Oliveira,Christos Giagos,175,-210,175,47.61904762,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Bentley Syler,Fredy Serrano,135,-155,135,64.51612903,3/21/2015,"Rio de Janeiro, Brazil", Brazil
Anthony Pettis,Rafael Dos Anjos,-450,400,22.22222222,400,3/14/2015,"Dallas, Texas, USA", USA
Carla Esparza,Joanna Jedrzejczyk,-160,140,62.5,140,3/14/2015,"Dallas, Texas, USA", USA
Johny Hendricks,Matt Brown,-380,340,26.31578947,340,3/14/2015,"Dallas, Texas, USA", USA
Roy Nelson,Alistair Overeem,150,-160,150,62.5,3/14/2015,"Dallas, Texas, USA", USA
Chris Cariaso,Henry Cejudo,600,-750,600,13.33333333,3/14/2015,"Dallas, Texas, USA", USA
Ross Pearson,Sam Stout,-370,330,27.02702703,330,3/14/2015,"Dallas, Texas, USA", USA
Elias Theodorou,Roger Narvaez,-335,305,29.85074627,305,3/14/2015,"Dallas, Texas, USA", USA
Daron Cruickshank,Beneil Dariush,-120,110,83.33333333,110,3/14/2015,"Dallas, Texas, USA", USA
Jared Rosholt,Josh Copeland,-310,280,32.25806452,280,3/14/2015,"Dallas, Texas, USA", USA
Sergio Pettis,Ryan Benoit,-660,540,15.15151515,540,3/14/2015,"Dallas, Texas, USA", USA
Jake Lindsey,Joe Duffy,575,-710,575,14.08450704,3/14/2015,"Dallas, Texas, USA", USA
Larissa Pacheco,Germaine de Randamie,-125,115,80,115,3/14/2015,"Dallas, Texas, USA", USA
Ronda Rousey,Cat Zingano,-660,540,15.15151515,540,2/28/2015,"Los Angeles, California, USA", USA
Raquel Pennington,Holly Holm,425,-550,425,18.18181818,2/28/2015,"Los Angeles, California, USA", USA
Jake Ellenberger,Josh Koscheck,-140,130,71.42857143,130,2/28/2015,"Los Angeles, California, USA", USA
Alan Jouban,Richard Walsh,-250,230,40,230,2/28/2015,"Los Angeles, California, USA", USA
Tony Ferguson,Gleison Tibau,-240,220,41.66666667,220,2/28/2015,"Los Angeles, California, USA", USA
Mark Munoz,Roan Carneiro,-260,240,38.46153846,240,2/28/2015,"Los Angeles, California, USA", USA
Dhiego Lima,Tim Means,150,-160,150,62.5,2/28/2015,"Los Angeles, California, USA", USA
Derrick Lewis,Ruan Potts,-705,570,14.18439716,570,2/28/2015,"Los Angeles, California, USA", USA
James Krause,Valmir Lazaro,-200,185,50,185,2/28/2015,"Los Angeles, California, USA", USA
Masio Fullen,Alex Torres,105,-115,105,86.95652174,2/28/2015,"Los Angeles, California, USA", USA
Antonio Silva,Frank Mir,-155,145,64.51612903,145,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Edson Barboza,Michael Johnson,-135,125,74.07407407,125,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Cezar Ferreira,Sam Alvey,-340,280,29.41176471,280,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Rustam Khabilov,Adriano Martins,-380,340,26.31578947,340,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Iuri Alcantara,Frankie Saenz,-925,725,10.81081081,725,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Santiago Ponzinibbio,Sean Strickland,185,-200,185,50,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Jessica Andrade,Marion Reneau,-270,248,37.03703704,248,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
William Patolino,Matt Dwyer,-410,365,24.3902439,365,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Tiago Trator,Mike de la Torre,-225,205,44.44444444,205,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Douglas Silva de Andrade,Cody Gibson,225,-245,225,40.81632653,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Ivan Jorge,Josh Shockley,-260,240,38.46153846,240,2/22/2015,"Porto Alegre, Rio Grande do Sul, Brazil", Brazil
Benson Henderson,Brandon Thatch,155,-165,155,60.60606061,2/14/2015,"Broomfield, Colorado, USA", USA
Max Holloway,Cole Miller,-450,400,22.22222222,400,2/14/2015,"Broomfield, Colorado, USA", USA
Neil Magny,Kiichi Kunimoto,-815,645,12.26993865,645,2/14/2015,"Broomfield, Colorado, USA", USA
Daniel Kelly,Patrick Walsh,105,-115,105,86.95652174,2/14/2015,"Broomfield, Colorado, USA", USA
Michel Prazeres,Kevin Lee,145,-155,145,64.51612903,2/14/2015,"Broomfield, Colorado, USA", USA
Ray Borg,Chris Kelades,-975,775,10.25641026,775,2/14/2015,"Broomfield, Colorado, USA", USA
Efrain Escudero,Rodrigo de Lima,155,-165,155,60.60606061,2/14/2015,"Broomfield, Colorado, USA", USA
Chas Skelly,Jim Alers,-230,210,43.47826087,210,2/14/2015,"Broomfield, Colorado, USA", USA
Zach Makovsky,Tim Elliott,110,-120,110,83.33333333,2/14/2015,"Broomfield, Colorado, USA", USA
James Moontasri,Cody Pfister,-240,220,41.66666667,220,2/14/2015,"Broomfield, Colorado, USA", USA
Tyron Woodley,Kelvin Gastelum,-185,170,54.05405405,170,1/31/2015,"Las Vegas, Nevada, USA", USA
Joe Lauzon,Al Iaquinta,170,-185,170,54.05405405,1/31/2015,"Las Vegas, Nevada, USA", USA
Thales Leites,Tim Boetsch,-300,270,33.33333333,270,1/31/2015,"Las Vegas, Nevada, USA", USA
Jordan Mein,Thiago Alves,-140,130,71.42857143,130,1/31/2015,"Las Vegas, Nevada, USA", USA
Miesha Tate,Sara McMann,165,-175,165,57.14285714,1/31/2015,"Las Vegas, Nevada, USA", USA
Ed Herman,Derek Brunson,540,-660,540,15.15151515,1/31/2015,"Las Vegas, Nevada, USA", USA
Ian McCall,John Lineker,-220,200,45.45454545,200,1/31/2015,"Las Vegas, Nevada, USA", USA
Rafael Natal,Tom Watson,-135,125,74.07407407,125,1/31/2015,"Las Vegas, Nevada, USA", USA
Richardson Moreira,Ildemar Alcantara,145,-155,145,64.51612903,1/31/2015,"Las Vegas, Nevada, USA", USA
Thiago Santos,Andy Enz,-175,165,57.14285714,165,1/31/2015,"Las Vegas, Nevada, USA", USA
Alexander Gustafsson,Anthony Johnson,-290,260,34.48275862,260,1/24/2015,"Stockholm, Sweden", Sweden
Dan Henderson,Gegard Mousasi,380,-430,380,23.25581395,1/24/2015,"Stockholm, Sweden", Sweden
Phil Davis,Ryan Bader,-190,175,52.63157895,175,1/24/2015,"Stockholm, Sweden", Sweden
Akira Corassani,Sam Sicilia,-130,120,76.92307692,120,1/24/2015,"Stockholm, Sweden", Sweden
Nico Musoke,Albert Tumenov,140,-150,140,66.66666667,1/24/2015,"Stockholm, Sweden", Sweden
Kenny Robertson,Sultan Aliev,165,-175,165,57.14285714,1/24/2015,"Stockholm, Sweden", Sweden
Andy Ogle,Makwan Amirkhani,-175,155,57.14285714,155,1/24/2015,"Stockholm, Sweden", Sweden
Nikita Krylov,Stanislav Nedkov,-130,110,76.92307692,110,1/24/2015,"Stockholm, Sweden", Sweden
Mairbek Taisumov,Anthony Christodoulou,-1050,850,9.523809524,850,1/24/2015,"Stockholm, Sweden", Sweden
Mirsad Bektic,Paul Redmond,-925,725,10.81081081,725,1/24/2015,"Stockholm, Sweden", Sweden
Viktor Pesta,Konstantin Erokhin,380,-430,380,23.25581395,1/24/2015,"Stockholm, Sweden", Sweden
Neil Seery,Chris Beal,178,-215,178,46.51162791,1/24/2015,"Stockholm, Sweden", Sweden
Conor McGregor,Dennis Siver,-975,775,10.25641026,775,1/18/2015,"Boston, Massachusetts, USA", USA
Donald Cerrone,Benson Henderson,125,-135,125,74.07407407,1/18/2015,"Boston, Massachusetts, USA", USA
Uriah Hall,Ron Stallings,-1000,800,10,800,1/18/2015,"Boston, Massachusetts, USA", USA
Norman Parke,Gleison Tibau,140,-150,140,66.66666667,1/18/2015,"Boston, Massachusetts, USA", USA
Cathal Pendred,Sean Spencer,160,-170,160,58.82352941,1/18/2015,"Boston, Massachusetts, USA", USA
John Howard,Lorenz Larkin,167,-178,167,56.17977528,1/18/2015,"Boston, Massachusetts, USA", USA
Zhang Lipeng,Chris Wade,505,-605,505,16.52892562,1/18/2015,"Boston, Massachusetts, USA", USA
Paddy Holohan,Shane Howell,-345,315,28.98550725,315,1/18/2015,"Boston, Massachusetts, USA", USA
Johnny Case,Frankie Perez,-165,155,60.60606061,155,1/18/2015,"Boston, Massachusetts, USA", USA
Charles Rosa,Sean Soriano,-125,115,80,115,1/18/2015,"Boston, Massachusetts, USA", USA
Matt Van Buren,Sean O'Connell,215,-235,215,42.55319149,1/18/2015,"Boston, Massachusetts, USA", USA
Tateki Matsuda,Joby Sanchez,210,-230,210,43.47826087,1/18/2015,"Boston, Massachusetts, USA", USA
Jon Jones,Daniel Cormier,-192,177,52.08333333,177,1/3/2015,"Las Vegas, Nevada, USA", USA
Donald Cerrone,Myles Jury,-125,115,80,115,1/3/2015,"Las Vegas, Nevada, USA", USA
Brad Tavares,Nate Marquardt,-130,120,76.92307692,120,1/3/2015,"Las Vegas, Nevada, USA", USA
Kyoji Horiguchi,Louis Gaudinot,-525,450,19.04761905,450,1/3/2015,"Las Vegas, Nevada, USA", USA
Danny Castillo,Paul Felder,-255,235,39.21568627,235,1/3/2015,"Las Vegas, Nevada, USA", USA
Marcus Brimage,Cody Garbrandt,100,-110,100,90.90909091,1/3/2015,"Las Vegas, Nevada, USA", USA
Shawn Jordan,Jared Cannonier,-185,170,54.05405405,170,1/3/2015,"Las Vegas, Nevada, USA", USA
Evan Dunham,Rodrigo Damm,-705,570,14.18439716,570,1/3/2015,"Las Vegas, Nevada, USA", USA
Omari Akhmedov,Mats Nilsson,-200,185,50,185,1/3/2015,"Las Vegas, Nevada, USA", USA
Alexis Dufresne,Marion Reneau,-220,200,45.45454545,200,1/3/2015,"Las Vegas, Nevada, USA", USA
Lyoto Machida,CB Dollaway,-860,675,11.62790698,675,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Renan Barao,Mitch Gagnon,-1000,800,10,800,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Antonio Carlos Junior,Patrick Cummins,135,-145,135,68.96551724,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Elias Silverio,Rashid Magomedov,115,-125,115,80,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Erick Silva,Mike Rhodes,-400,325,25,325,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Daniel Sarafian,Antonio Dos Santos,-155,145,64.51612903,145,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Marcos Rogerio de Lima,Igor Pokrajac,-450,400,22.22222222,400,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Tom Niinimaki,Renato Moicano,120,-130,120,76.92307692,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Darren Elkins,Hacran Dias,210,-230,210,43.47826087,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Leandro Issa,Ulka Sasaki,420,-475,420,21.05263158,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Marcio Alexandre Junior,Tim Means,160,-170,160,58.82352941,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Vitor Miranda,Jake Collier,165,-175,165,57.14285714,12/20/2014,"Barueri, Sao Paulo, Brazil", Brazil
Junior Dos Santos,Stipe Miocic,-400,355,25,355,12/13/2014,"Phoenix, Arizona, USA", USA
Rafael Dos Anjos,Nate Diaz,-275,250,36.36363636,250,12/13/2014,"Phoenix, Arizona, USA", USA
Alistair Overeem,Stefan Struve,-200,185,50,185,12/13/2014,"Phoenix, Arizona, USA", USA
Gabriel Gonzaga,Matt Mitrione,120,-130,120,76.92307692,12/13/2014,"Phoenix, Arizona, USA", USA
Claudia Gadelha,Joanna Jedrzejczyk,-280,240,35.71428571,240,12/13/2014,"Phoenix, Arizona, USA", USA
