R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,total_time_fought(sec),no_of_rounds,Red_win,R_Height,R_Weight,R_Reach,R_KO_win_%,R_Sub_win_%,R_Stance_Orthodox,R_Stance_Southpaw,R_num_fights,R_record,R_age,B_Height,B_Weight,B_Reach,B_KO_win_%,B_Sub_win_%,B_Stance_Orthodox,B_Stance_Southpaw,B_num_fights,B_record,B_age,Bantamweight,Featherweight,Flyweight,Heavyweight,Light Heavyweight,Lightweight,Middleweight,Welterweight,Women's Bantamweight,Women's Featherweight,Women's Flyweight,Women's Strawweight
Demian Maia,Colby Covington,0,0,0.35,0.27,0.0,0.0,0,0,0,0,0,0,2017-10-28,0,151,53,317,88,157,59,351,121,13,0,0,0,149,53,286,65,1,0,4,1,1,0,27,22,148,51,304,81,3,2,8,4,0,0,5,3,0,900,3,0,73.0,170.0,72.0,0.07692307692307693,0.34615384615384615,0,1,26,0.7307692307692307,39.9761802090392,71.0,170.0,72.0,0.25,0.375,1,0,8,0.875,29.681649862762413,0,0,0,0,0,0,0,1,0,0,0,0
Rafael Dos Anjos,Colby Covington,0,0,0.53,0.33,0.5,0.38,0,0,1,2,0,0,2018-06-09,0,198,105,296,99,223,130,346,142,6,3,18,7,139,54,229,54,45,37,33,14,14,14,34,31,163,70,278,90,32,32,16,8,3,3,2,1,1,1500,5,0,68.0,170.0,70.0,0.25,0.16666666666666666,0,1,24,0.7083333333333334,33.618760138811886,71.0,170.0,72.0,0.2222222222222222,0.3333333333333333,1,0,9,0.8888888888888888,30.294941032327838,0,0,0,0,0,0,0,1,0,0,0,0
Kamaru Usman,Colby Covington,2,0,0.48,0.36,0.0,0.0,0,0,0,0,0,0,2019-12-14,1,360,175,395,143,360,175,395,143,0,0,0,0,279,116,341,103,74,53,39,28,7,6,15,12,340,156,395,143,5,5,0,0,15,14,0,0,1,1450,5,1,72.0,170.0,76.0,0.1,0.1,0,0,10,1.0,32.594782918198185,71.0,170.0,72.0,0.18181818181818182,0.2727272727272727,1,0,11,0.9090909090909091,31.80900360719248,0,0,0,0,0,0,0,1,0,0,0,0
Warlley Alves,Colby Covington,0,0,0.5,1.0,0.0,0.5,1,0,0,1,0,0,2015-12-12,1,4,2,2,2,4,2,2,2,0,0,2,1,2,0,2,2,1,1,0,0,1,1,0,0,3,2,0,0,1,0,1,1,0,0,1,1,0,86,3,1,71.0,170.0,72.0,0.0,0.6666666666666666,1,0,3,1.0,24.936857019651328,71.0,170.0,72.0,0.3333333333333333,0.3333333333333333,1,0,3,1.0,27.803445655968297,0,0,0,0,0,0,0,1,0,0,0,0
Bryan Barberena,Colby Covington,0,0,0.36,0.53,0.0,0.7,0,0,0,3,0,0,2016-12-17,0,111,41,141,76,172,100,167,96,0,0,17,12,98,29,117,56,3,2,16,12,10,10,8,8,100,34,123,59,9,5,11,10,2,2,7,7,0,900,3,0,72.0,170.0,72.0,0.25,0.25,0,1,4,0.75,27.62548170051404,71.0,170.0,72.0,0.3333333333333333,0.5,1,0,6,0.8333333333333334,28.81920915556103,0,0,0,0,0,0,0,1,0,0,0,0
Mike Pyle,Colby Covington,0,0,0.61,0.5,0.0,0.2,2,0,2,2,1,0,2015-05-23,1,26,16,51,26,46,33,129,95,0,0,10,2,16,10,48,23,9,5,1,1,1,1,2,2,16,7,23,6,3,2,6,4,7,7,22,16,0,900,3,0,72.0,170.0,74.0,0.5714285714285714,0.21428571428571427,1,0,14,0.6428571428571429,39.67774834527745,71.0,170.0,72.0,0.5,0.5,1,0,2,1.0,27.247650533549628,0,0,0,0,0,0,0,1,0,0,0,0
Dong Hyun Kim,Colby Covington,0,0,0.35,0.44,0.5,0.53,0,0,0,1,0,0,2017-06-17,0,54,19,105,47,102,64,154,92,4,2,15,8,50,16,59,18,2,2,23,12,2,1,23,17,50,15,69,27,2,2,34,18,2,2,2,2,0,900,3,0,74.0,170.0,76.0,0.4117647058823529,0.058823529411764705,0,1,17,0.7647058823529411,35.58183946282264,71.0,170.0,72.0,0.2857142857142857,0.42857142857142855,1,0,7,0.8571428571428571,29.31750823083294,0,0,0,0,0,0,0,1,0,0,0,0
Wagner Silva,Colby Covington,0,0,0.27,0.37,0.0,0.41,0,1,0,6,0,0,2014-11-08,0,59,16,62,23,66,23,155,97,0,0,12,5,46,8,44,13,9,4,15,7,4,4,3,3,56,13,47,13,2,2,8,5,1,1,7,5,0,806,3,0,72.0,170.0,71.0,0.0,1.0,1,0,1,0.0,27.751425422835514,71.0,170.0,72.0,1.0,0.0,1,0,1,1.0,26.71102076017988,0,0,0,0,0,0,0,1,0,0,0,0
Demian Maia,Jorge Masvidal,0,0,0.6,0.61,0.33,0.0,0,0,3,0,1,0,2017-05-13,0,38,23,63,39,93,67,80,55,12,4,0,0,37,22,48,27,0,0,9,7,1,1,6,5,11,2,29,15,8,6,6,6,19,15,28,18,0,900,3,1,73.0,170.0,72.0,0.08333333333333333,0.375,0,1,24,0.75,39.51621183186513,71.0,170.0,74.0,0.23076923076923078,0.07692307692307693,1,0,13,0.6923076923076923,32.498956172953584,0,0,0,0,0,0,0,1,0,0,0,0
Stephen Thompson,Jorge Masvidal,1,0,0.44,0.29,0.0,0.0,0,0,0,0,0,0,2017-11-04,0,156,70,142,42,156,70,142,42,0,0,2,0,117,49,79,9,34,17,13,5,5,4,50,28,155,70,137,39,1,0,5,3,0,0,0,0,0,900,3,1,72.0,170.0,75.0,0.45454545454545453,0.0,1,0,11,0.7272727272727273,34.73035038364922,71.0,170.0,74.0,0.21428571428571427,0.07142857142857142,1,0,14,0.6428571428571429,32.978089899176574,0,0,0,0,0,0,0,1,0,0,0,0
Donald Cerrone,Jorge Masvidal,0,2,0.46,0.56,0.0,0.0,0,0,0,0,0,0,2017-01-28,0,65,30,102,58,65,30,102,58,1,0,0,0,43,10,71,36,7,7,25,17,15,13,6,5,65,30,82,43,0,0,11,9,0,0,9,6,0,360,3,0,73.0,155.0,73.0,0.43478260869565216,0.21739130434782608,1,0,23,0.8260869565217391,33.837792699370965,71.0,170.0,74.0,0.16666666666666666,0.08333333333333333,1,0,12,0.6666666666666666,32.211475937219795,0,0,0,0,0,0,0,1,0,0,0,0
Ross Pearson,Jorge Masvidal,0,1,0.37,0.44,1.0,1.0,0,0,0,0,0,0,2016-07-30,0,138,52,256,113,139,53,277,130,2,2,1,1,79,14,219,84,35,19,23,18,24,19,14,11,136,51,221,92,2,1,10,8,0,0,25,13,0,900,3,0,68.0,155.0,69.0,0.35,0.05,1,0,20,0.55,31.841858491276344,71.0,170.0,74.0,0.1,0.1,1,0,10,0.6,31.713176861947883,0,0,0,0,0,0,0,1,0,0,0,0
Darren Till,Jorge Masvidal,1,1,0.48,0.48,1.0,0.5,0,0,0,0,0,0,2019-03-16,0,43,21,72,35,44,22,79,41,1,1,2,1,39,17,51,18,3,3,12,10,1,1,9,7,39,20,65,31,2,1,6,3,2,0,1,1,0,485,5,0,72.0,185.0,74.0,0.2857142857142857,0.14285714285714285,0,1,7,0.7142857142857143,26.223673312935926,71.0,170.0,74.0,0.2,0.06666666666666667,1,0,15,0.6,34.33882968164986,0,0,0,0,0,0,0,1,0,0,0,0
Jake Ellenberger,Jorge Masvidal,0,0,0.35,0.69,0.0,0.0,0,0,0,0,0,0,2016-12-03,1,31,11,63,44,31,11,70,50,1,0,0,0,24,7,40,26,2,1,12,9,5,3,11,9,26,9,39,26,5,2,17,12,0,0,7,6,0,245,3,0,69.0,170.0,71.0,0.5294117647058824,0.11764705882352941,1,0,17,0.5882352941176471,31.685797791878,71.0,170.0,74.0,0.09090909090909091,0.09090909090909091,1,0,11,0.6363636363636364,32.05815314482844,0,0,0,0,0,0,0,1,0,0,0,0
Michael Chiesa,Jorge Masvidal,1,0,0.45,0.63,0.4,0.0,0,2,0,3,0,0,2013-07-27,0,53,24,38,24,66,35,86,66,5,2,0,0,46,18,29,15,6,5,9,9,1,1,0,0,51,23,31,17,1,1,0,0,1,0,7,7,0,599,3,0,73.0,170.0,75.0,0.0,1.0,0,1,2,1.0,25.637761213440385,71.0,170.0,74.0,0.0,0.0,1,0,1,1.0,28.704217061267514,0,0,0,0,0,1,0,0,0,0,0,0
Benson Henderson,Jorge Masvidal,0,0,0.58,0.49,0.25,0.2,0,1,1,0,0,0,2015-11-28,0,146,86,156,77,201,138,309,217,12,3,5,1,87,42,112,38,34,24,39,35,25,20,5,4,116,61,120,51,28,23,34,24,2,2,2,2,0,1500,5,1,69.0,170.0,70.0,0.07692307692307693,0.23076923076923078,0,1,13,0.7692307692307693,32.03351198176554,71.0,170.0,74.0,0.125,0.125,1,0,8,0.75,31.0423896452357,0,0,0,0,0,0,0,1,0,0,0,0
Daron Cruickshank,Jorge Masvidal,1,0,0.22,0.55,0.66,0.5,1,2,1,2,0,0,2014-07-26,0,83,19,92,51,87,23,150,99,3,2,4,2,61,6,69,35,16,7,13,11,6,6,10,5,76,17,50,23,1,0,9,8,6,2,33,20,0,900,3,0,68.0,155.0,72.0,0.42857142857142855,0.14285714285714285,0,0,7,0.7142857142857143,29.123116833336756,71.0,170.0,74.0,0.0,0.25,1,0,4,0.75,29.70081521181133,0,0,0,0,0,1,0,0,0,0,0,0
Demian Maia,Carlos Condit,0,0,1.0,0.16,1.0,0.0,1,0,2,0,0,0,2016-08-27,0,1,1,6,1,5,5,6,1,1,1,0,0,1,1,5,1,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,1,0,0,112,5,1,73.0,170.0,72.0,0.08695652173913043,0.34782608695652173,0,1,23,0.7391304347826086,38.807093917055106,74.0,170.0,75.0,0.5,0.0,1,0,12,0.5833333333333334,32.33741965954126,0,0,0,0,0,0,0,1,0,0,0,0
Robbie Lawler,Carlos Condit,1,0,0.51,0.35,0.0,0.0,0,0,0,0,0,0,2016-01-02,1,177,92,495,176,178,93,497,177,0,0,0,0,167,82,372,96,7,7,79,47,3,3,44,33,153,76,447,149,20,14,48,27,4,2,0,0,1,1500,5,1,71.0,170.0,74.0,0.4666666666666667,0.13333333333333333,0,1,15,0.7333333333333333,33.788510373245174,74.0,170.0,75.0,0.5454545454545454,0.0,1,0,11,0.6363636363636364,31.685797791878,0,0,0,0,0,0,0,1,0,0,0,0
Georges St-Pierre,Carlos Condit,0,1,0.53,0.24,0.87,0.0,0,0,8,0,0,1,2012-11-17,0,132,71,148,36,237,172,323,190,8,7,0,0,104,52,117,27,16,14,13,4,12,5,18,5,67,26,128,23,1,0,1,0,64,45,19,13,1,1500,5,1,71.0,185.0,76.0,0.3333333333333333,0.16666666666666666,1,0,18,0.8888888888888888,31.49962011540278,74.0,170.0,75.0,0.5,0.0,1,0,6,0.8333333333333334,28.56184589690411,0,0,0,0,0,0,0,1,0,0,0,0
Dan Hardy,Carlos Condit,0,1,0.21,0.44,0.0,0.0,0,0,0,0,0,0,2010-10-16,0,41,9,59,26,41,9,59,26,0,0,0,0,30,5,36,10,2,0,5,3,9,4,18,13,41,9,57,24,0,0,0,0,0,0,2,2,0,267,3,0,72.0,170.0,74.0,0.2,0.0,1,0,5,0.8,28.41673682553372,74.0,170.0,75.0,0.3333333333333333,0.0,1,0,3,0.6666666666666666,26.47282285057188,0,0,0,0,0,0,0,1,0,0,0,0
Nick Diaz,Carlos Condit,0,0,0.42,0.47,0.33,0.0,0,0,1,0,0,0,2012-02-04,1,246,105,320,151,258,117,329,159,3,1,0,0,177,57,192,52,59,42,41,31,10,6,87,68,242,103,318,150,3,1,2,1,1,1,0,0,1,1500,5,0,73.0,185.0,76.0,0.36363636363636365,0.18181818181818182,0,1,11,0.6363636363636364,28.50982566377133,74.0,170.0,75.0,0.6,0.0,1,0,5,0.8,27.77606658589841,0,0,0,0,0,0,0,1,0,0,0,0
Demian Maia,Matt Brown,0,0,0.85,0.43,0.3,0.0,2,0,5,1,0,1,2016-05-14,0,20,17,23,10,110,91,46,29,10,3,0,0,20,17,20,9,0,0,1,0,0,0,2,1,3,2,12,2,0,0,1,0,17,15,10,8,0,871,3,1,73.0,170.0,72.0,0.09090909090909091,0.3181818181818182,0,1,22,0.7272727272727273,38.51961368132132,72.0,170.0,75.0,0.45,0.3,1,0,20,0.65,35.34090364620766,0,0,0,0,0,0,0,1,0,0,0,0
Donald Cerrone,Matt Brown,2,1,0.42,0.54,0.0,0.0,0,1,0,0,0,0,2016-12-10,0,147,63,128,70,148,64,131,73,3,0,2,0,126,46,91,42,11,7,36,28,10,10,1,0,143,62,118,62,4,1,10,8,0,0,0,0,0,634,3,1,73.0,155.0,73.0,0.4090909090909091,0.22727272727272727,1,0,22,0.8181818181818182,33.70363525602853,72.0,170.0,75.0,0.45454545454545453,0.3181818181818182,1,0,22,0.5909090909090909,35.91586411767524,0,0,0,0,0,0,0,1,0,0,0,0
Robbie Lawler,Matt Brown,0,0,0.4,0.33,1.0,0.25,0,0,2,0,0,0,2014-07-26,0,200,80,242,82,207,87,250,89,2,2,8,2,182,64,182,45,15,13,38,26,3,3,22,11,182,68,228,69,10,7,14,13,8,5,0,0,0,1500,5,1,71.0,170.0,74.0,0.5,0.16666666666666666,0,1,12,0.6666666666666666,32.3511091945762,72.0,170.0,75.0,0.5294117647058824,0.29411764705882354,1,0,17,0.7058823529411765,33.539360835609216,0,0,0,0,0,0,0,1,0,0,0,0
Johny Hendricks,Matt Brown,0,0,0.53,0.46,0.9,0.0,0,0,5,0,0,0,2015-03-14,0,67,36,49,23,124,85,66,39,10,9,0,0,57,27,40,16,5,5,9,7,5,4,0,0,37,20,37,12,4,1,10,9,26,15,2,2,0,900,3,1,69.0,185.0,69.0,0.35714285714285715,0.0,0,1,14,0.7857142857142857,31.50235802240977,72.0,170.0,75.0,0.5,0.2777777777777778,1,0,18,0.6666666666666666,34.17181735422356,0,0,0,0,0,0,0,1,0,0,0,0
Dong Hyun Kim,Matt Brown,0,0,0.42,0.6,0.21,0.5,1,2,5,1,0,0,2008-09-06,0,28,12,79,48,36,18,126,91,14,3,2,1,27,11,29,11,1,1,35,27,0,0,15,10,17,4,41,20,4,4,24,19,7,4,14,9,0,900,3,1,74.0,170.0,76.0,1.0,0.0,0,1,1,1.0,26.80410959841749,72.0,170.0,75.0,1.0,0.0,1,0,1,1.0,27.655598677590916,0,0,0,0,0,0,0,1,0,0,0,0
Mike Swick,Matt Brown,0,1,0.31,0.64,0.0,1.0,0,2,1,0,0,0,2012-12-08,0,29,9,39,25,42,19,52,37,2,0,1,1,29,9,26,13,0,0,13,12,0,0,0,0,25,5,18,8,3,3,19,15,1,1,2,2,0,451,3,0,73.0,170.0,77.0,0.38461538461538464,0.23076923076923078,1,0,13,0.7692307692307693,33.473651067441494,72.0,170.0,75.0,0.38461538461538464,0.38461538461538464,1,0,13,0.6153846153846154,31.910306166451058,0,0,0,0,0,0,0,1,0,0,0,0
Ricardo Almeida,Matt Brown,0,0,0.55,0.6,0.45,0.0,1,0,3,0,0,0,2010-03-27,0,27,15,10,6,36,24,28,23,11,5,0,0,24,13,4,0,3,2,3,3,0,0,3,3,2,1,7,3,18,10,3,3,7,4,0,0,0,510,3,1,72.0,170.0,74.0,0.14285714285714285,0.2857142857142857,1,0,7,0.5714285714285714,33.323066182057126,72.0,170.0,75.0,0.6,0.2,1,0,5,0.8,29.2079919505534,0,0,0,0,0,0,0,1,0,0,0,0
Chris Lytle,Matt Brown,0,1,0.38,0.59,0.0,0.5,4,1,1,0,0,0,2010-07-03,1,49,19,42,25,72,40,46,29,1,0,2,1,39,12,26,14,10,7,11,8,0,0,5,3,40,13,33,18,9,6,8,7,0,0,1,0,0,422,3,1,71.0,170.0,68.0,0.1875,0.25,1,0,16,0.4375,35.874795512570415,72.0,170.0,75.0,0.5,0.3333333333333333,1,0,6,0.6666666666666666,29.476306837238273,0,0,0,0,0,0,0,1,0,0,0,0
Demian Maia,Gunnar Nelson,0,0,0.81,0.5,0.25,1.0,1,0,5,2,1,2,2015-12-12,1,58,47,4,2,229,193,10,7,8,2,1,1,56,45,4,2,2,2,0,0,0,0,0,0,4,3,2,1,4,4,0,0,50,40,2,1,0,900,3,1,73.0,170.0,72.0,0.09523809523809523,0.3333333333333333,0,1,21,0.7142857142857143,38.09797600224508,71.0,170.0,72.0,0.0,0.6666666666666666,0,0,6,0.8333333333333334,27.3735942558711,0,0,0,0,0,0,0,1,0,0,0,0
Alex Oliveira,Gunnar Nelson,0,0,0.73,1.0,0.0,0.4,0,1,0,2,1,0,2018-12-08,0,49,36,11,11,69,52,20,20,2,0,5,2,40,27,10,10,6,6,1,1,3,3,0,0,4,3,1,1,9,9,1,1,36,24,9,9,0,557,3,0,71.0,170.0,76.0,0.38461538461538464,0.38461538461538464,1,0,13,0.6923076923076923,30.795978014606735,71.0,170.0,72.0,0.1,0.6,0,0,10,0.7,30.36338870750255,0,0,0,0,0,0,0,1,0,0,0,0
Leon Edwards,Gunnar Nelson,1,0,0.63,0.5,0.66,0.75,0,0,1,1,0,0,2019-03-16,0,49,31,18,9,69,47,38,27,3,2,4,3,30,17,10,3,17,13,5,4,2,1,3,2,16,4,12,4,19,16,6,5,14,11,0,0,0,900,3,1,74.0,170.0,74.0,0.2,0.1,0,1,10,0.8,27.55703402533933,71.0,170.0,72.0,0.09090909090909091,0.6363636363636364,0,0,11,0.7272727272727273,30.631703594187424,0,0,0,0,0,0,0,1,0,0,0,0
Albert Tumenov,Gunnar Nelson,0,0,0.56,0.65,0.0,1.0,0,1,0,4,0,0,2016-05-08,0,41,23,44,29,43,24,56,41,0,0,2,2,27,9,39,25,12,12,5,4,2,2,0,0,37,21,29,15,3,2,1,0,1,0,14,14,0,495,3,0,71.0,170.0,73.0,0.5,0.0,1,0,6,0.8333333333333334,24.367372362197717,71.0,170.0,72.0,0.0,0.5714285714285714,0,0,7,0.7142857142857143,27.778804492905397,0,0,0,0,0,0,0,1,0,0,0,0
Demian Maia,Neil Magny,0,0,0.76,0.0,1.0,0.0,1,0,10,0,0,0,2015-08-01,0,17,13,4,0,68,56,16,11,2,2,0,0,17,13,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,17,13,0,0,0,472,3,1,73.0,170.0,72.0,0.1,0.3,0,1,20,0.7,37.73383437031561,75.0,170.0,80.0,0.3,0.2,1,0,10,0.8,27.99509914645749,0,0,0,0,0,0,0,1,0,0,0,0
Sergio Moraes,Neil Magny,0,0,0.65,0.24,1.0,0.0,1,0,3,0,0,0,2013-08-03,0,20,13,29,7,20,13,31,9,1,1,0,0,19,12,27,6,0,0,1,0,1,1,1,1,9,4,29,7,0,0,0,0,11,9,0,0,0,193,3,1,72.0,170.0,72.0,0.0,0.5,1,0,2,0.5,31.031438017207744,75.0,170.0,80.0,0.0,0.0,1,0,1,1.0,26.001902845369855,0,0,0,0,0,0,0,1,0,0,0,0
Carlos Condit,Neil Magny,0,0,0.33,0.28,0.0,0.66,0,0,0,1,0,0,2017-12-30,1,112,37,114,32,140,64,150,64,0,0,9,6,69,10,83,14,21,10,21,13,22,17,10,5,103,32,102,24,9,5,9,6,0,0,3,2,0,900,3,0,74.0,170.0,75.0,0.46153846153846156,0.07692307692307693,1,0,13,0.5384615384615384,33.67899409296563,75.0,170.0,80.0,0.29411764705882354,0.23529411764705882,1,0,17,0.7058823529411765,30.409933126621354,0,0,0,0,0,0,0,1,0,0,0,0
Johny Hendricks,Neil Magny,0,0,0.5,0.54,0.85,1.0,0,2,3,0,0,0,2016-12-30,1,36,18,91,50,76,52,139,96,7,6,1,1,28,10,59,27,1,1,23,16,7,7,9,7,20,9,68,31,5,1,1,1,11,8,22,18,0,900,3,0,69.0,185.0,69.0,0.35294117647058826,0.0,0,1,17,0.7058823529411765,33.30116292600122,75.0,170.0,80.0,0.3333333333333333,0.2,1,0,15,0.7333333333333333,29.410597069070548,0,0,0,0,0,0,0,1,0,0,0,0
Hector Lombard,Neil Magny,2,0,0.75,0.75,0.33,0.5,0,2,2,5,0,0,2016-03-19,0,79,60,197,148,95,75,250,196,3,1,2,1,71,54,181,133,3,2,13,12,5,4,3,3,21,12,69,32,9,7,16,16,49,41,112,100,0,646,3,0,69.0,185.0,71.0,0.3333333333333333,0.0,0,1,6,0.5,38.12535507231497,75.0,170.0,80.0,0.23076923076923078,0.23076923076923078,1,0,13,0.7692307692307693,28.627555665071835,0,0,0,0,0,0,0,1,0,0,0,0
Hyun Gyu Lim,Neil Magny,0,0,0.41,0.57,0.0,0.5,0,0,0,6,0,1,2015-05-16,0,36,15,75,43,36,15,102,64,0,0,4,2,32,12,64,34,3,2,4,2,1,1,7,7,22,7,22,8,14,8,11,9,0,0,42,26,0,384,3,0,75.0,170.0,77.0,0.75,0.0,1,0,4,0.75,30.3277959164117,75.0,170.0,80.0,0.2222222222222222,0.2222222222222222,1,0,9,0.7777777777777778,27.784280306919374,0,0,0,0,0,0,0,1,0,0,0,0
William Patolino,Neil Magny,0,0,0.31,0.44,0.0,0.5,0,0,0,4,0,0,2014-10-25,0,77,24,146,65,78,25,199,114,1,0,4,2,55,13,135,58,16,6,5,3,6,5,6,4,68,22,90,29,1,0,5,3,8,2,51,33,0,760,3,0,71.0,170.0,75.0,0.0,0.5,1,0,2,0.5,23.31875397852112,75.0,170.0,80.0,0.14285714285714285,0.14285714285714285,1,0,7,0.7142857142857143,27.22848518450071,0,0,0,0,0,0,0,1,0,0,0,0
Demian Maia,Ryan LaFlare,0,0,0.52,0.27,0.35,0.0,2,0,14,0,0,0,2015-03-21,0,69,36,91,25,121,76,121,54,14,5,0,0,65,32,60,8,3,3,15,5,1,1,16,12,39,12,88,24,0,0,0,0,30,24,3,1,0,1500,5,1,73.0,170.0,72.0,0.10526315789473684,0.3157894736842105,0,1,19,0.6842105263157895,37.36969273838614,73.0,170.0,74.0,0.0,0.0,0,1,4,1.0,31.46950313832591,0,0,0,0,0,0,0,1,0,0,0,0
Court McGee,Ryan LaFlare,0,0,0.28,0.33,0.66,0.57,2,1,1,1,0,0,2013-12-14,0,187,54,206,68,199,62,209,71,6,4,7,4,142,31,151,40,29,13,48,23,16,10,7,5,168,44,178,55,13,6,23,10,6,4,5,3,0,900,3,0,71.0,170.0,75.0,0.0,0.2857142857142857,1,0,7,0.7142857142857143,29.00538683203625,73.0,170.0,74.0,0.0,0.0,0,1,2,1.0,30.204590101097217,0,0,0,0,0,0,0,1,0,0,0,0
John Howard,Ryan LaFlare,1,0,0.66,0.65,0.5,0.57,0,0,1,6,0,1,2014-04-11,0,53,35,97,64,92,73,135,97,2,1,7,4,34,17,56,27,11,10,36,32,8,8,5,5,38,25,56,28,14,9,24,20,1,1,17,16,0,900,3,0,67.0,170.0,71.0,0.3333333333333333,0.0,1,0,9,0.6666666666666666,31.1135752274174,73.0,170.0,74.0,0.0,0.0,0,1,3,1.0,30.52766312792186,0,0,0,0,0,0,0,1,0,0,0,0
Kamaru Usman,Alexander Yakovlev,0,0,0.61,0.53,0.55,0.0,0,0,8,0,0,0,2016-07-23,0,67,41,15,8,195,155,18,11,9,5,0,0,46,26,5,1,15,10,9,6,6,5,1,1,21,0,11,5,2,1,4,3,44,40,0,0,0,900,3,1,72.0,170.0,76.0,0.0,0.5,0,0,2,1.0,29.202516136539423,75.0,155.0,74.0,0.25,0.0,0,1,4,0.5,32.01434663271662,0,0,0,0,0,0,0,1,0,0,0,0
Zak Cummings,Alexander Yakovlev,0,0,0.3,0.43,0.0,0.5,1,0,1,0,0,0,2016-11-19,0,80,24,41,18,94,38,41,18,0,0,2,1,67,14,27,9,6,3,6,4,7,7,8,5,74,22,40,18,5,2,0,0,1,0,1,0,0,542,3,1,72.0,185.0,75.0,0.16666666666666666,0.3333333333333333,0,1,6,0.6666666666666666,32.299088961443424,75.0,155.0,74.0,0.2,0.0,0,1,5,0.4,32.34015756654825,0,0,0,0,0,0,0,1,0,0,0,0
Gray Maynard,Alexander Yakovlev,0,1,0.38,0.43,0.11,0.4,0,0,0,3,0,0,2015-04-04,0,55,21,72,31,61,27,92,46,17,2,5,2,41,16,59,21,12,3,11,9,2,2,2,1,48,18,49,15,7,3,12,8,0,0,11,8,0,900,3,0,69.0,155.0,70.0,0.3333333333333333,0.0,1,0,15,0.6,35.90491248964729,75.0,155.0,74.0,0.0,0.0,0,1,2,0.0,30.71110289739009,0,0,0,0,0,1,0,0,0,0,0,0
Nico Musoke,Alexander Yakovlev,0,0,0.44,0.41,0.0,0.0,0,0,0,0,0,0,2014-10-04,0,156,70,107,44,183,97,107,44,4,0,9,0,126,41,83,24,16,15,15,11,14,14,9,9,135,53,106,43,21,17,1,1,0,0,0,0,0,900,3,1,72.0,170.0,75.0,0.0,0.3333333333333333,1,0,3,0.6666666666666666,28.498874035743377,75.0,155.0,74.0,0.0,0.0,0,1,1,0.0,30.212803822118182,0,0,0,0,0,0,0,1,0,0,0,0
George Sullivan,Alexander Yakovlev,0,1,0.63,0.83,0.0,1.0,0,0,0,3,0,0,2016-01-30,0,22,14,18,15,27,19,20,17,0,0,2,2,6,1,7,5,5,5,6,5,11,8,5,5,19,11,10,8,3,3,4,3,0,0,4,4,0,239,3,0,72.0,170.0,73.0,0.25,0.25,1,0,4,0.75,34.883673176040574,75.0,155.0,74.0,0.0,0.0,0,1,3,0.3333333333333333,31.53521290649363,0,0,0,0,0,0,0,1,0,0,0,0
Demian Maia,Jake Shields,0,0,0.32,0.31,0.42,0.08,0,0,1,5,0,1,2013-10-09,0,75,24,112,35,160,98,188,97,7,3,12,1,61,15,87,19,13,8,8,3,1,1,17,13,57,13,95,21,12,7,3,1,6,4,14,13,0,1500,5,0,73.0,170.0,72.0,0.125,0.375,0,1,16,0.75,35.924077838696206,72.0,170.0,72.0,0.16666666666666666,0.0,1,0,6,0.5,34.749515732698136,0,0,0,0,0,0,0,1,0,0,0,0
Yoshihiro Akiyama,Jake Shields,0,0,0.34,0.45,0.5,0.14,0,0,0,1,0,0,2012-02-25,0,97,33,201,91,118,52,232,119,4,2,14,2,92,29,142,49,3,2,32,24,2,2,27,18,90,28,177,79,7,5,23,11,0,0,1,1,0,900,3,0,70.0,170.0,73.0,0.25,0.25,1,0,4,0.25,36.57843761336646,72.0,170.0,72.0,0.3333333333333333,0.0,1,0,3,0.3333333333333333,33.12867478456094,0,0,0,0,0,0,0,1,0,0,0,0
Georges St-Pierre,Jake Shields,0,0,0.34,0.19,0.66,0.0,0,0,0,0,0,0,2011-04-30,0,245,85,401,78,252,92,423,96,3,2,6,0,190,54,318,34,45,21,44,27,10,10,39,17,239,82,399,78,1,1,2,0,5,2,0,0,1,1500,5,1,71.0,185.0,76.0,0.35294117647058826,0.17647058823529413,1,0,17,0.8823529411764706,29.947226842440298,72.0,170.0,72.0,0.0,0.0,1,0,1,1.0,32.3045647754574,0,0,0,0,0,0,0,1,0,0,0,0
